source_file,source_category_file,original_row_number,product_name,category,subcategory,product_type,target_area,volume_value,volume_unit,skin_type,hair_type,concern_tags,effect_tags,active_ingredients,ingredients_text,ingredients_list,ingredients_count,has_full_ingredients,potential_allergens_or_irritants,usage,properties,precautions,contraindications,storage_conditions,clean_description,raw_description,data_quality,recommendation_text,ml_features_text,source_url,main_image,is_promo,dedupe_key,source_variant_count,duplicate_source_urls,id
litso_socrimea_all.json,лицо,19,Гидролаты АЭМСЗ производятся с использованием природной воды из источника Хачи-I горного массива Чатыр-Даг,тело,уход,гидролат,тело,,,комбинированная,,жирность | перхоть,себорегуляция | увлажнение,гидролат иссопа,"Гидролат иссопа, геогард-221",Гидролат иссопа | геогард-221,2,True,,,"оказывает тони зирующее увлажняющее действие, выравнивает цвет кожи; нормализует секрецию сальных и потовых желез. Рекомендуется для ухода за жирной и комбинированной кожей. Способствует росту волос, предотвращает появление перхоти",,индивидуальная непереносимость компонентов,,"Гидролаты АЭМСЗ производятся с использованием природной воды из источника Хачи-I горного массива Чатыр-Даг. Свойства: оказывает тони зирующее увлажняющее действие, выравнивает цвет кожи; нормализует секрецию сальных и потовых желез. Рекомендуется для ухода за жирной и комбинированной кожей. Способствует росту волос, предотвращает появление перхоти.","Гидролаты АЭМСЗ производятся с использованием природной воды из источника Хачи-I горного массива Чатыр-Даг. Свойства: оказывает тони зирующее увлажняющее действие, выравнивает цвет кожи; нормализует секрецию сальных и потовых желез. Рекомендуется для ухода за жирной и комбинированной кожей. Способствует росту волос, предотвращает появление перхоти.Состав: Гидролат иссопа, геогард-221.",good,"проблемы: жирность, перхоть; эффекты: себорегуляция, увлажнение; тип кожи: жирная, комбинированная; тип волос: жирные",Гидролаты АЭМСЗ производятся с использованием природной воды из источника Хачи-I горного массива Чатыр-Даг | тело | уход | гидролат | комбинированная | жирность | перхоть | себорегуляция | увлажнение | гидролат иссопа,https://socrimea.ru/catalog/litso/gidrolat_issop_100_ml_markirovka/,https://socrimea.ru/upload/iblock/22b/0hk1w4roinckva6q2riw7bcyqu79rz20.jpg,False,гидролат_гидролаты_аэмсз_производятся_с_использованием_природной_воды_из_источника_хачи_i_горного_массива_чатыр_даг_,1,,SOC_0062
hair_all.json,волосы,39,Шампунь для жирных и лишенных объема волос с маслом Розмарина с тимохиноном 350 мл,волосы,уход,шампунь,волосы | кожа головы,350.0,мл,жирная,жирные | лишенные объема,жирность,блеск | объем | очищение | себорегуляция | смягчение | увлажнение,,,,0,False,,,,,индивидуальная непереносимость компонентов,,"Шампунь для жирных и лишенных объема волос с маслом Розмарина 350 млБережно очищает волосы и кожу головы, не нарушая липидный баланс, снижает активность сальных желез, сохраняя ощущения свежести надолго. Шампунь на основе гидролата и масла розмарина хорошо увлажняет, смягчает, не спутывает волосы при мытье, облегчает расчесывание и придает им плотность, обьем и сияющий блеск.","Шампунь для жирных и лишенных объема волос с маслом Розмарина 350 млБережно очищает волосы и кожу головы, не нарушая липидный баланс, снижает активность сальных желез, сохраняя ощущения свежести надолго. Шампунь на основе гидролата и масла розмарина хорошо увлажняет, смягчает, не спутывает волосы при мытье, облегчает расчесывание и придает им плотность, обьем и сияющий блеск.",partial,"проблемы: жирность; эффекты: блеск, объем, очищение, себорегуляция, смягчение, увлажнение; тип кожи: жирная; тип волос: жирные, лишенные объема",Шампунь для жирных и лишенных объема волос с маслом Розмарина с тимохиноном 350 мл | волосы | уход | шампунь | кожа головы | жирная | жирные | лишенные объема | жирность | блеск | объем | очищение | себорегуляция | смягчение | увлажнение,https://socrimea.ru/catalog/volosy/ochishchenie/shampun_dlya_zhirnykh_i_lishennykh_obema_volos_s_maslom_rozmarina_s_timokhinonom_350_ml_markirovka/,https://socrimea.ru/upload/iblock/b11/ieo8vo7i9v72g0jqbkthzav8g1u04wmo.png,False,гидролат_шампунь_для_жирных_и_лишенных_объема_волос_с_маслом_розмарина_с_тимохиноном_350_мл_350мл,1,,SOC_0063
hair_all.json,волосы,13,Шампунь для сухих и тонких волос с маслом Лаванды с тимохиноном 350 мл,волосы,уход,шампунь,волосы | кожа головы,350.0,мл,чувствительная,все типы волос | сухие | тонкие | поврежденные,воспаления | повреждение | потеря упругости | сухость | чувствительность,восстановление | очищение | расслабление | смягчение | увлажнение | успокаивающий эффект,,,,0,False,,,,,индивидуальная непереносимость компонентов,,"Шампунь для сухих и тонких волос с маслом Лаванды 350 млБережно очищает волосы и кожу головы, поддерживая оптимальный гидролипидный баланс. Он обогащает увлажняющими компонентами, которые позволяют восстановить структуру сухих и ломких волос, делая их более мягкими и эластичными. Шампунь на основе гидролата и масла лаванды подходит для всех типов волос и для чувствительной кожи головы, успокаивает ее и снимает раздражения, аромат лаванды приятно расслабляет.","Шампунь для сухих и тонких волос с маслом Лаванды 350 млБережно очищает волосы и кожу головы, поддерживая оптимальный гидролипидный баланс. Он обогащает увлажняющими компонентами, которые позволяют восстановить структуру сухих и ломких волос, делая их более мягкими и эластичными. Шампунь на основе гидролата и масла лаванды подходит для всех типов волос и для чувствительной кожи головы, успокаивает ее и снимает раздражения, аромат лаванды приятно расслабляет.",partial,"проблемы: воспаления, повреждение, потеря упругости, сухость, чувствительность; эффекты: восстановление, очищение, расслабление, смягчение, увлажнение, успокаивающий эффект; тип кожи: сухая, чувствительная; тип волос: все типы волос, поврежденные, сухие, тонкие",Шампунь для сухих и тонких волос с маслом Лаванды с тимохиноном 350 мл | волосы | уход | шампунь | кожа головы | чувствительная | все типы волос | сухие | тонкие | поврежденные | воспаления | повреждение | потеря упругости | сухость | чувствительность | восстановление | очищение | расслабление | смягчение | увлажнение | успокаивающий эффект,https://socrimea.ru/catalog/volosy/ochishchenie/shampun_dlya_sukhikh_i_tonkikh_volos_s_maslom_lavandy_s_timokhinonom_350_ml_markirovka/,https://socrimea.ru/upload/iblock/981/0jsc8w0hfvakc7ustfslqlb86fnd1005.png,False,гидролат_шампунь_для_сухих_и_тонких_волос_с_маслом_лаванды_с_тимохиноном_350_мл_350мл,1,,SOC_0064
hair_all.json,волосы,8,Шампунь для чувствительной кожи головы с маслом Иссопа с тимохиноном 100 мл,волосы,уход,шампунь,волосы | кожа головы,100.0,мл,чувствительная | жирная,все типы волос,жирность | чувствительность,антибактериальный эффект | очищение | себорегуляция | тонизирование | укрепление | успокаивающий эффект,масло иссопа,,,0,False,,,,,индивидуальная непереносимость компонентов,,"Шампунь для чувствительной кожи головы с маслом Иссопа 100 млШампунь для чувствительной кожи головы с маслом Иссопа бережно очищает волосы и кожу головы, снижает активность сальных желез и сохраняет ощущение свежести на весь день. Гидролат и масло иссопа укрепляет волосы, а так же обладают бактерицидными, успокаивающими и тонизирующими свойствами, поэтому шампунь подходит для всех типов волос и чувствительной кожи головы.","Шампунь для чувствительной кожи головы с маслом Иссопа 100 млШампунь для чувствительной кожи головы с маслом Иссопа бережно очищает волосы и кожу головы, снижает активность сальных желез и сохраняет ощущение свежести на весь день. Гидролат и масло иссопа укрепляет волосы, а так же обладают бактерицидными, успокаивающими и тонизирующими свойствами, поэтому шампунь подходит для всех типов волос и чувствительной кожи головы.",partial,"проблемы: жирность, чувствительность; эффекты: антибактериальный эффект, очищение, себорегуляция, тонизирование, укрепление, успокаивающий эффект; тип кожи: чувствительная; тип волос: все типы волос",Шампунь для чувствительной кожи головы с маслом Иссопа с тимохиноном 100 мл | волосы | уход | шампунь | кожа головы | чувствительная | жирная | все типы волос | жирность | чувствительность | антибактериальный эффект | очищение | себорегуляция | тонизирование | укрепление | успокаивающий эффект | масло иссопа,https://socrimea.ru/catalog/volosy/ochishchenie/shampun_dlya_chuvstvitelnoy_kozhi_golovy_s_maslom_issopa_s_timokhinonom_100_ml_markirovka/,https://socrimea.ru/local/templates/main/assets/images/nophoto.jpg,False,гидролат_шампунь_для_чувствительной_кожи_головы_с_маслом_иссопа_с_тимохиноном_100_мл_100мл,1,,SOC_0065
hair_all.json,волосы,12,Шампунь для чувствительной кожи головы с маслом Иссопа с тимохиноном 350 мл,волосы,уход,шампунь,волосы | кожа головы,350.0,мл,чувствительная | жирная,все типы волос,жирность | чувствительность,антибактериальный эффект | очищение | себорегуляция | тонизирование | укрепление | успокаивающий эффект,масло иссопа,,,0,False,,,,,индивидуальная непереносимость компонентов,,"Шампунь для чувствительной кожи головы с маслом Иссопа 350 млШампунь для чувствительной кожи головы с маслом Иссопа бережно очищает волосы и кожу головы, снижает активность сальных желез и сохраняет ощущение свежести на весь день. Гидролат и масло иссопа укрепляет волосы, а так же обладают бактерицидными, успокаивающими и тонизирующими свойствами, поэтому шампунь подходит для всех типов волос и чувствительной кожи головы.","Шампунь для чувствительной кожи головы с маслом Иссопа 350 млШампунь для чувствительной кожи головы с маслом Иссопа бережно очищает волосы и кожу головы, снижает активность сальных желез и сохраняет ощущение свежести на весь день. Гидролат и масло иссопа укрепляет волосы, а так же обладают бактерицидными, успокаивающими и тонизирующими свойствами, поэтому шампунь подходит для всех типов волос и чувствительной кожи головы.",partial,"проблемы: жирность, чувствительность; эффекты: антибактериальный эффект, очищение, себорегуляция, тонизирование, укрепление, успокаивающий эффект; тип кожи: чувствительная; тип волос: все типы волос",Шампунь для чувствительной кожи головы с маслом Иссопа с тимохиноном 350 мл | волосы | уход | шампунь | кожа головы | чувствительная | жирная | все типы волос | жирность | чувствительность | антибактериальный эффект | очищение | себорегуляция | тонизирование | укрепление | успокаивающий эффект | масло иссопа,https://socrimea.ru/catalog/volosy/ochishchenie/shampun_dlya_chuvstvitelnoy_kozhi_golovy_s_maslom_issopa_s_timokhinonom_350_ml_markirovka/,https://socrimea.ru/upload/iblock/52d/7zr0ctzwo2887erhmglghj4qfd50bt7l.png,False,гидролат_шампунь_для_чувствительной_кожи_головы_с_маслом_иссопа_с_тимохиноном_350_мл_350мл,1,,SOC_0066
litso_socrimea_all.json,лицо,39,Гидролат роза,лицо,уход,гидролат,лицо,,,проблемная | зрелая,,возрастные изменения | воспаления,антибактериальный эффект | антивозрастной уход | восстановление | противовоспалительный эффект | увлажнение,гидролат розы,"гидролат розы, геогард 221",гидролат розы | геогард 221,2,True,,"распылить на кожу, дать высохнуть, не смывать; для обогащения добавлять в маски, шампуни, гели, кремы и лосьоны","для ухода за любым типом кожи, эффективно борется с преждевременным старением кожи, оживляет и восстанавливает, увлажняет, заживляет, снимает воспаление, обладает антибактериальным эффектом",Не является пищевым продуктом,индивидуальная непереносимость компонентов. Меры предосторожности: Не является пищевым продуктом,"хранить в прохладном месте, избегать попадания прямых солнечных лучей. При замораживании не теряет своих свойств. Допустимо незначительное образование хлопьевидного осадка","Свойства: для ухода за любым типом кожи, эффективно борется с преждевременным старением кожи, оживляет и восстанавливает, увлажняет, заживляет, снимает воспаление, обладает антибактериальным эффектом.","Состав: гидролат розы, геогард 221. Гидролаты АЭМСЗ производятся с использованием природной воды из источника Хачи - I горного массива Чатыр-Даг. Свойства: для ухода за любым типом кожи, эффективно борется с преждевременным старением кожи, оживляет и восстанавливает, увлажняет, заживляет, снимает воспаление, обладает антибактериальным эффектом. Применение: распылить на кожу, дать высохнуть, не смывать; для обогащения добавлять в маски, шампуни, гели, кремы и лосьоны. Противопоказания: индивидуальная непереносимость компонентов. Меры предосторожности: Не является пищевым продуктом. Условия хранения: хранить в прохладном месте, избегать попадания прямых солнечных лучей. При замораживании не теряет своих свойств. Допустимо незначительное образование хлопьевидного осадка. ТУ 20.42.15-015-00759251-2021. Срок годности: 24 месяца.",good,"проблемы: возрастные изменения, воспаления; эффекты: антибактериальный эффект, антивозрастной уход, восстановление, противовоспалительный эффект, увлажнение; тип кожи: все типы кожи, зрелая",Гидролат роза | лицо | уход | гидролат | проблемная | зрелая | возрастные изменения | воспаления | антибактериальный эффект | антивозрастной уход | восстановление | противовоспалительный эффект | увлажнение | гидролат розы,https://socrimea.ru/catalog/litso/gidrolat_roza_100_ml_markirovka/,https://socrimea.ru/upload/iblock/4a2/1ndcyqm0uh7ft2yulfcj0uaxsb4p4qw7.jpg,False,крем_гидролат_роза_,2,https://socrimea.ru/catalog/litso/gidrolat_roza_100_ml_arsoleum_markirovka/,SOC_0067
litso_socrimea_all.json,лицо,7,Крем дневной питательный Лаванда,лицо,уход,крем,лицо,,,,,,питание,d-пантенол | витамин а | витамин е | гидролат лаванды | лимонная кислота | масло виноградной косточки | масло ши | пантенол | сквалан,"гидролат лаванды, масло рапсовое, масло виноградной косточки, масло ши, глицерил стеарат, оксид цинка, D-пантенол, сквалан, ксантановая камедь, цетеариловый спирт, витамин Е, витамин А, лимонная кислота, эфирное масло степной лаванды, бензиловый спирт, бензалконий хлорид, феноксиэтанол, ионол, геогард 221",гидролат лаванды | масло рапсовое | масло виноградной косточки | масло ши | глицерил стеарат | оксид цинка | D-пантенол | сквалан | ксантановая камедь | цетеариловый спирт | витамин Е | витамин А | лимонная кислота | эфирное масло степной лаванды | бензиловый спирт | бензалконий хлорид | феноксиэтанол | ионол | геогард 221,19,True,бензалконий хлорид | бензиловый спирт | витамин а | ионол | мед | феноксиэтанол,,,,индивидуальная непереносимость компонентов,,Крем дневной питательный Лаванда.,"Крем дневной питательный Лаванда.Состав: гидролат лаванды, масло рапсовое, масло виноградной косточки, масло ши, глицерил стеарат, оксид цинка, D-пантенол, сквалан, ксантановая камедь, цетеариловый спирт, витамин Е, витамин А, лимонная кислота, эфирное масло степной лаванды, бензиловый спирт, бензалконий хлорид, феноксиэтанол, ионол, геогард 221.Крем дневной питательный Лаванда с нежной текстурой обеспечивает глубокое питание, устраняет сухость и обезвоженность, повышает упругость и тонус кожи, наполняет ее сиянием. Гидролат и эфирное масло степной лаванды насыщают кожу полезными компонентами, сохраняя молодость, тонизируют и освежают цвет лица, устраняя покраснения и раздражения, защищают от воздействия факторов окружающей среды. Комплекс органических масел (рапса, виноградной косточки, ши) насыщает кожу жирными кислотами и витаминами, предотвращает появление возрастных изменений, улучшает регенерацию клеток, восстанавливает гидро-липидный баланс, делает кожу упругой и эластичной. Д-пантенол улучшает к",good,эффекты: питание,Крем дневной питательный Лаванда | лицо | уход | крем | питание | d-пантенол | витамин а | витамин е | гидролат лаванды | лимонная кислота | масло виноградной косточки | масло ши | пантенол | сквалан,https://socrimea.ru/catalog/litso/krem_dnevnoy_pitatelnyy_lavanda_50_ml_markirovka/,https://socrimea.ru/upload/iblock/026/nva1blhlj94r5qtxhtw4axuhnv3ofuxf.jpg,False,крем_крем_дневной_питательный_лаванда_,2,https://socrimea.ru/catalog/litso/krem_dnevnoy_pitatelnyy_lavanda_50_ml_sk/,SOC_0068
litso_socrimea_all.json,лицо,9,Крем дневной питательный Роза,лицо,уход,крем,лицо,,,,,,питание,d-пантенол | витамин а | витамин е | гидролат розы | лимонная кислота | масло виноградной косточки | масло ши | пантенол | сквалан,"гидролат розы, масло виноградной косточки, масло рапсовое, масло ши, глицерил стеарат, оксид цинка, D-пантенол, сквалан, ксантановая камедь, цетеариловый спирт, витамин Е, витамин А, лимонная кислота, эфирное масло герани, эфирное масло пальмарозы, бензиловый спирт, бензалконий хлорид, феноксиэтанол, ионол, геогард 221",гидролат розы | масло виноградной косточки | масло рапсовое | масло ши | глицерил стеарат | оксид цинка | D-пантенол | сквалан | ксантановая камедь | цетеариловый спирт | витамин Е | витамин А | лимонная кислота | эфирное масло герани | эфирное масло пальмарозы | бензиловый спирт | бензалконий хлорид | феноксиэтанол | ионол | геогард 221,20,True,бензалконий хлорид | бензиловый спирт | витамин а | ионол | мед | феноксиэтанол | эфирное масло герани | эфирное масло пальмарозы,,,,индивидуальная непереносимость компонентов,,Крем дневной питательный Роза.,"Крем дневной питательный Роза.Состав: гидролат розы, масло виноградной косточки, масло рапсовое, масло ши, глицерил стеарат, оксид цинка, D-пантенол, сквалан, ксантановая камедь, цетеариловый спирт, витамин Е, витамин А, лимонная кислота, эфирное масло герани, эфирное масло пальмарозы, бензиловый спирт, бензалконий хлорид, феноксиэтанол, ионол, геогард 221.Дневной питательный крем на основе гидролата розы с насыщенной, шелковистой текстурой глубоко питает нежную кожу лица, возвращая ей гладкость, комфорт и сияние. Гидролат розы обеспечивает профилактику преждевременного старения, насыщает кожу витаминами, повышая упругость и устраняя тусклый цвет лица. Эфирные масла пальмарозы и герани активизируют обменные процессы, ускоряют регенерацию поврежденных клеток, смягчают воспаления, тонизируют и делают кожу шелковистой. Д-пантенол улучшает качество и тонус кожи, а также устраняет шелушения. Витамин Е стимулирует процессы регенерации, питает и укрепляет сосуды. Витамин А (ретинол) поддерживает молодость клет",partial,эффекты: питание,Крем дневной питательный Роза | лицо | уход | крем | питание | d-пантенол | витамин а | витамин е | гидролат розы | лимонная кислота | масло виноградной косточки | масло ши | пантенол | сквалан,https://socrimea.ru/catalog/litso/krem_dnevnoy_pitatelnyy_roza_50_ml_markirovka/,https://socrimea.ru/upload/iblock/455/kw03sxfcy6r78bj5qqcdloiul22ivood.jpg,False,крем_крем_дневной_питательный_роза_,2,https://socrimea.ru/catalog/litso/krem_dnevnoy_pitatelnyy_roza_50_ml_sk/,SOC_0069
litso_socrimea_all.json,лицо,2,Крем дневной увлажняющий Лаванда,лицо,уход,крем,лицо,,,,,,питание | увлажнение,d-пантенол | витамин е | витамин с | гиалуроновая кислота | гидролат лаванды | масло виноградной косточки | масло миндальное | масло ши | пантенол | сквалан,"гидролат лаванды, масло миндальное, D-пантенол, масло виноградной косточки, глицерил стеарат, сквалан, цетеариловый спирт, гиалуроновая кислота, витамин С, масло ши, эфирное масло степной лаванды, витамин Е, феноксиэтанол",гидролат лаванды | масло миндальное | D-пантенол | масло виноградной косточки | глицерил стеарат | сквалан | цетеариловый спирт | гиалуроновая кислота | витамин С | масло ши | эфирное масло степной лаванды | витамин Е | феноксиэтанол,13,True,феноксиэтанол,,,,индивидуальная непереносимость компонентов,,Крем дневной увлажняющий Лаванда.,"Крем дневной увлажняющий Лаванда.Состав: гидролат лаванды, масло миндальное, D-пантенол, масло виноградной косточки, глицерил стеарат, сквалан, цетеариловый спирт, гиалуроновая кислота, витамин С, масло ши, эфирное масло степной лаванды, витамин Е, феноксиэтанол.Насыщенный натуральными компонентами дневной увлажняющий крем Лаванда, восстанавливает и поддерживает оптимальный уровень влаги, наполняет кожу витаминами и питательными компонентами, делая кожу сияющей изнутри. Гидролат и эфирное масло степной лаванды насыщают кожу полезными компонентами, сохраняя молодость, тонизируют и освежают цвет лица, устраняя покраснения и раздражения, защищают от воздействия факторов окружающей среды. Гиалуроновая кислота в высокой концентрации обеспечивает интенсивное увлажнение кожи, комплекс органических масел (миндаля, виноградной косточки, ши) улучшает регенерацию клеток, восстанавливает гидро-липидный баланс, делает кожу упругой и эластичной. D-пантенол улучшает качество и тонус кожи, а также устраняет шелушения.",good,"эффекты: питание, увлажнение",Крем дневной увлажняющий Лаванда | лицо | уход | крем | питание | увлажнение | d-пантенол | витамин е | витамин с | гиалуроновая кислота | гидролат лаванды | масло виноградной косточки | масло миндальное | масло ши | пантенол | сквалан,https://socrimea.ru/catalog/litso/krem_dnevnoy_uvlazhnyayushchiy_lavanda_50_ml_markirovka/,https://socrimea.ru/upload/iblock/ff8/v22tx5arf8q627nqveln8e4m2zux0kf2.jpg,False,крем_крем_дневной_увлажняющий_лаванда_,1,,SOC_0070
litso_socrimea_all.json,лицо,8,Крем дневной увлажняющий Роза,лицо,уход,крем,лицо,,,,,,питание | увлажнение,d-пантенол | витамин е | витамин с | гиалуроновая кислота | гидролат розы | масло виноградной косточки | масло миндальное | масло ши | пантенол | сквалан,"гидролат розы, масло миндальное, D-пантенол, масло виноградной косточки, глицерил стеарат, сквалан, цетеариловый спирт, гиалуроновая кислота, витамин С, масло ши, эфирное масло герани, эфирное масло пальмарозы, витамин Е, феноксиэтанол",гидролат розы | масло миндальное | D-пантенол | масло виноградной косточки | глицерил стеарат | сквалан | цетеариловый спирт | гиалуроновая кислота | витамин С | масло ши | эфирное масло герани | эфирное масло пальмарозы | витамин Е | феноксиэтанол,14,True,феноксиэтанол | эфирное масло герани | эфирное масло пальмарозы,,,,индивидуальная непереносимость компонентов,,Крем дневной увлажняющий Роза.,"Крем дневной увлажняющий Роза.Состав: гидролат розы, масло миндальное, D-пантенол, масло виноградной косточки, глицерил стеарат, сквалан, цетеариловый спирт, гиалуроновая кислота, витамин С, масло ши, эфирное масло герани, эфирное масло пальмарозы, витамин Е, феноксиэтанол.Насыщенный натуральными компонентами дневной увлажняющий крем на основе гидролата розы восстанавливает и поддерживает оптимальный уровень влаги, наполняет кожу витаминами и питательными компонентами, делая кожу сияющей изнутри. Гиалуроновая кислота в высокой концентрации обеспечивает интенсивное увлажнение кожи, комплекс органических масел (миндаля, виноградной косточки, ши) улучшает регенерацию клеток, восстанавливает гидро-липидный баланс, делает кожу упругой и эластичной. D-пантенол улучшает качество и тонус кожи, а также устраняет шелушения. Витамин С стимулирует выработку коллагена, возвращает коже сияние, а в сочетании с витамином Е и скваланом оказывает выраженное антиоксидантное действие, предотвращая появление признаков прежд",partial,"эффекты: питание, увлажнение",Крем дневной увлажняющий Роза | лицо | уход | крем | питание | увлажнение | d-пантенол | витамин е | витамин с | гиалуроновая кислота | гидролат розы | масло виноградной косточки | масло миндальное | масло ши | пантенол | сквалан,https://socrimea.ru/catalog/litso/krem_dnevnoy_uvlazhnyayushchiy_roza_50_ml_markirovka/,https://socrimea.ru/upload/iblock/c73/oz4bsm5otjjb3mcouai9sm8gzrzxmivd.jpg,False,крем_крем_дневной_увлажняющий_роза_,1,,SOC_0071
litso_socrimea_all.json,лицо,6,Крем ночной питательный Лаванда,лицо,уход,крем,лицо,,,,,,питание,d-пантенол | витамин а | витамин с | гиалуроновая кислота | гидролат лаванды | масло жожоба | масло кокосовое | масло ши | пантенол | сквалан | яблочная кислота,"гидролат лаванды, масло кокосовое, масло ши, масло жожоба, глицерил стеарат, оксид цинка, D-пантенол, сквалан, цетеариловый спирт, гиалуроновая кислота, витамин А, яблочная кислота, ксантановая камедь, витамин С, эфирное масло степной лаванды, бензиловый спирт, бензалконий хлорид, феноксиэтанол, ионол, геогард 221",гидролат лаванды | масло кокосовое | масло ши | масло жожоба | глицерил стеарат | оксид цинка | D-пантенол | сквалан | цетеариловый спирт | гиалуроновая кислота | витамин А | яблочная кислота | ксантановая камедь | витамин С | эфирное масло степной лаванды | бензиловый спирт | бензалконий хлорид | феноксиэтанол | ионол | геогард 221,20,True,бензалконий хлорид | бензиловый спирт | витамин а | ионол | мед | феноксиэтанол,,,,индивидуальная непереносимость компонентов,,Крем ночной питательный Лаванда.,"Крем ночной питательный Лаванда.Состав: гидролат лаванды, масло кокосовое, масло ши, масло жожоба, глицерил стеарат, оксид цинка, D-пантенол, сквалан, цетеариловый спирт, гиалуроновая кислота, витамин А, яблочная кислота, ксантановая камедь, витамин С, эфирное масло степной лаванды, бензиловый спирт, бензалконий хлорид, феноксиэтанол, ионол, геогард 221.Крем ночной питательный Лаванда с насыщенной формулой успокаивает, восстанавливает и питает сухую кожу, возвращая ей красоту, комфорт и сияние. Гидролат и эфирное масло степной лаванды насыщают кожу полезными компонентами, сохраняя молодость, тонизируют и освежают цвет лица, устраняя покраснения и раздражения. D-пантенол улучшает качество и тонус кожи, а также устраняет шелушения. Витамин С стимулирует выработку коллагена, возвращает коже сияние. Сквалан оказывает антиоксидантное действие, предотвращая появление признаков преждевременного старения. Витамин А (ретинол) поддерживает молодость клеток, усиливая защитные свойства. Входящий в состав цинк снижа",good,эффекты: питание,Крем ночной питательный Лаванда | лицо | уход | крем | питание | d-пантенол | витамин а | витамин с | гиалуроновая кислота | гидролат лаванды | масло жожоба | масло кокосовое | масло ши | пантенол | сквалан | яблочная кислота,https://socrimea.ru/catalog/litso/krem_nochnoy_pitatelnyy_lavanda_50_ml_markirovka/,https://socrimea.ru/upload/iblock/af1/bw8g1hmsdtqty2lybi1nyg56iq5e46mp.jpg,False,крем_крем_ночной_питательный_лаванда_,2,https://socrimea.ru/catalog/litso/krem_nochnoy_pitatelnyy_lavanda_50_ml_sk/,SOC_0072
litso_socrimea_all.json,лицо,3,Крем ночной питательный Роза,лицо,уход,крем,лицо,,,,,,питание,d-пантенол | витамин а | витамин с | гиалуроновая кислота | гидролат розы | масло жожоба | масло кокосовое | масло ши | пантенол | сквалан | яблочная кислота,"гидролат розы, масло кокосовое, масло ши, масло жожоба, глицерил стеарат, оксид цинка, D-пантенол, сквалан, цетеариловый спирт, гиалуроновая кислота, витамин А, яблочная кислота, ксантановая камедь, витамин С, эфирное масло герани, эфирное масло пальмарозы, бензиловый спирт, бензалконий хлорид, феноксиэтанол, ионол, геогард 221",гидролат розы | масло кокосовое | масло ши | масло жожоба | глицерил стеарат | оксид цинка | D-пантенол | сквалан | цетеариловый спирт | гиалуроновая кислота | витамин А | яблочная кислота | ксантановая камедь | витамин С | эфирное масло герани | эфирное масло пальмарозы | бензиловый спирт | бензалконий хлорид | феноксиэтанол | ионол | геогард 221,21,True,бензалконий хлорид | бензиловый спирт | витамин а | ионол | мед | феноксиэтанол | эфирное масло герани | эфирное масло пальмарозы,,,,индивидуальная непереносимость компонентов,,Крем ночной питательный Роза.,"Крем ночной питательный Роза.Состав: гидролат розы, масло кокосовое, масло ши, масло жожоба, глицерил стеарат, оксид цинка, D-пантенол, сквалан, цетеариловый спирт, гиалуроновая кислота, витамин А, яблочная кислота, ксантановая камедь, витамин С, эфирное масло герани, эфирное масло пальмарозы, бензиловый спирт, бензалконий хлорид, феноксиэтанол, ионол, геогард 221.Крем ночной питательный Роза специально разработан для восстановления и питания сухой кожи в ночное время. Гидролат розы обеспечивает профилактику преждевременного старения, насыщает кожу витаминами, повышая упругость и устраняя тусклый цвет лица. Эфирные масла пальмарозы и герани активизируют обменные процессы, ускоряют регенерацию поврежденных клеток, смягчают воспаления, тонизируют и делают кожу шелковистой. D-пантенол улучшает качество и тонус кожи, а также устраняет шелушения. Витамин С стимулирует выработку коллагена, возвращает коже сияние. Сквалан оказывает антиоксидантное действие, предотвращая появление признаков преждевременного ста",partial,эффекты: питание,Крем ночной питательный Роза | лицо | уход | крем | питание | d-пантенол | витамин а | витамин с | гиалуроновая кислота | гидролат розы | масло жожоба | масло кокосовое | масло ши | пантенол | сквалан | яблочная кислота,https://socrimea.ru/catalog/litso/krem_nochnoy_pitatelnyy_roza_50_ml_markirovka/,https://socrimea.ru/upload/iblock/a1d/sibu2szyawx0gtlk2ky1hnkvox4jerl4.jpg,False,крем_крем_ночной_питательный_роза_,2,https://socrimea.ru/catalog/litso/krem_nochnoy_pitatelnyy_roza_50_ml_sk/,SOC_0073
